à‚ì`éqfamily	ê∂ï®éÌ	diez_vk	diez_cby	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB		OC_count
yir	pyo		PY05638	PY05638	PY05638   hypothetical protein		OC.529985	281	846	Cir_Bir_Yir APG17 Bap31 RPW8	Cir_Bir_Yir/1	PY05638		819
yir	pyo		PY00090	PY00090	PY00090   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00090		819
yir	pyo		PY00577	PY00577	PY00577   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00577		819
yir	pyo		PY01872	PY01872	PY01872   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01872		819
yir	pyo		PY03199	PY03199	PY03199   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir m04gp34like RPW8 DUF4252	Cir_Bir_Yir/1	PY03199		819
yir	pyo		PY05689	PY05689	PY05689   hypothetical protein		OC.529985	282	851	Cir_Bir_Yir Glyco_hydro_1	Cir_Bir_Yir/1	PY05689		819
yir	pyo		PY06334	PY06334	PY06334   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir ApoO	Cir_Bir_Yir/1	PY06334		819
yir	pyo		PY06337	PY06337	PY06337   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir CD45	Cir_Bir_Yir/1	PY06337		819
yir	pyo		PY06916	PY06916	PY06916   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06916		819
yir	pyo		PY07233	PY07233	PY07233   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir DUF1538	Cir_Bir_Yir/1	PY07233		819
yir	pyo		PY07261	PY07261	PY07261   hypothetical protein		OC.529985	282	849	Cir_Bir_Yir T3SchapCesA	Cir_Bir_Yir/1	PY07261		819
yir	pyo		PY01649	PY01649	PY01649   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir RPW8 APG17 DUF1860	Cir_Bir_Yir/1	PY01649		819
yir	pyo		PY02572	PY02572	PY02572   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir RPW8 FbpA	Cir_Bir_Yir/1	PY02572		819
yir	pyo		PY03094	PY03094	PY03094   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03094		819
yir	pyo		PY04084	PY04084	PY04084   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir FbpA	Cir_Bir_Yir/1	PY04084		819
yir	pyo		PY04787	PY04787	PY04787   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir CAT Choline_kin_N	Cir_Bir_Yir/1	PY04787		819
yir	pyo		PY04942	PY04942	PY04942   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir ApoO	Cir_Bir_Yir/1	PY04942		819
yir	pyo		PY06335	PY06335	PY06335   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY06335		819
yir	pyo		PY06667	PY06667	PY06667   hypothetical protein		OC.529985	283	852	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06667		819
yir	pyo		PY03542	PY03542	PY03542   hypothetical protein		OC.529985	284	855	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03542		819
yir	pyo		PY06302	PY06302	PY06302   hypothetical protein		OC.529985	284	855	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06302		819
yir	pyo		PY06398	PY06398	PY06398   hypothetical protein		OC.529985	284	855	Cir_Bir_Yir APG17 RPW8 DUF3788 Mad3_BUB1_I T3SchapCesA PgaD	Cir_Bir_Yir/1	PY06398		819
yir	pyo		PY01865	PY01865	PY01865   hypothetical protein		OC.529985	285	858	Cir_Bir_Yir RPW8 FbpA	Cir_Bir_Yir/1	PY01865		819
yir	pyo		PY03987	PY03987	PY03987   hypothetical protein		OC.529985	285	858	Cir_Bir_Yird ESPd Retrotrans_gagd	Cir_Bir_Yir/1	PY03987		819
yir	pyo		PY05307	PY05307	PY05307   hypothetical protein		OC.529985	285	858	Cir_Bir_Yir DUF2420	Cir_Bir_Yir/1	PY05307		819
yir	pyo		PY00211	PY00211	PY00211   hypothetical protein		OC.529985	286	861	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00211		819
yir	pyo		PY01101	PY01101	PY01101   hypothetical protein		OC.529985	286	859	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01101		819
yir	pyo		PY02943	PY02943	PY02943   hypothetical protein		OC.529985	286	861	Cir_Bir_Yir ANTH RPW8	Cir_Bir_Yir/1	PY02943		819
yir	pyo		PY03195	PY03195	PY03195   hypothetical protein		OC.529985	286	861	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY03195		819
yir	pyo		PY03749	PY03749	PY03749   hypothetical protein		OC.529985	286	861	Cir_Bir_Yir zf-AD DUF5038	Cir_Bir_Yir/1	PY03749		819
yir	pyo		PY06880	PY06880	PY06880   hypothetical protein		OC.529985	286	861	Cir_Bir_Yir Sigma_reg_N	Cir_Bir_Yir/1	PY06880		819
yir	pyo		PY06886	PY06886	PY06886   hypothetical protein		OC.529985	286	861	Cir_Bir_Yir RPW8 DUF3014	Cir_Bir_Yir/1	PY06886		819
yir	pyo		PY00391	PY00391	PY00391   hypothetical protein		OC.529985	287	864	Cir_Bir_Yir DUF4718	Cir_Bir_Yir/1	PY00391		819
yir	pyo		PY03042	PY03042	PY03042   hypothetical protein		OC.529985	287	864	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03042		819
yir	pyo		PY04419	PY04419	PY04419   hypothetical protein		OC.529985	287	864	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04419		819
yir	pyo		PY04552	PY04552	PY04552   hypothetical protein		OC.529985	287	864	Cir_Bir_Yir Peptidase_M32	Cir_Bir_Yir/1	PY04552		819
yir	pyo		PY00580	PY00580	PY00580   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00580		819
yir	pyo		PY00612	PY00612	PY00612   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir Orbi_NS3 Fe_bilin_red	Cir_Bir_Yir/1	PY00612		819
yir	pyo		PY01333	PY01333	PY01333   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir PLU-1 APG17	Cir_Bir_Yir/1	PY01333		819
yir	pyo		PY01406	PY01406	PY01406   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY01406		819
yir	pyo		PY02131	PY02131	PY02131   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02131		819
yir	pyo		PY02169	PY02169	PY02169   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir Orbi_NS3 Fe_bilin_red PfUIS3	Cir_Bir_Yir/1	PY02169		819
yir	pyo		PY02730	PY02730	PY02730   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY02730		819
yir	pyo		PY02762	PY02762	PY02762   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02762		819
yir	pyo		PY02973	PY02973	PY02973   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir STAT2_C	Cir_Bir_Yir/1	PY02973		819
yir	pyo		PY02996	PY02996	PY02996   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02996		819
yir	pyo		PY03330	PY03330	PY03330   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03330		819
yir	pyo		PY03835	PY03835	PY03835   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir RPW8 Vma12	Cir_Bir_Yir/1	PY03835		819
yir	pyo		PY04430	PY04430	PY04430   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04430		819
yir	pyo		PY06185	PY06185	PY06185   hypothetical protein		OC.529985	288	867	Cir_Bir_Yir Imm3	Cir_Bir_Yir/1	PY06185		819
yir	pyo		PY06400	PY06400	PY06400   hypothetical protein		OC.529985	288	868	Cir_Bir_Yir APG17	Cir_Bir_Yir/1	PY06400		819
yir	pyo		PY00392	PY00392	PY00392   hypothetical protein		OC.529985	289	870	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00392		819
yir	pyo		PY02712	PY02712	PY02712   hypothetical protein		OC.529985	289	870	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY02712		819
yir	pyo		PY04804	PY04804	PY04804   hypothetical protein		OC.529985	289	870	Cir_Bir_Yir Cnd3 Claudin_2	Cir_Bir_Yir/1	PY04804		819
yir	pyo		PY05375	PY05375	PY05375   hypothetical protein		OC.529985	289	870	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY05375		819
yir	pyo		PY05767	PY05767	PY05767   hypothetical protein		OC.529985	289	870	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05767		819
yir	pyo		PY06710	PY06710	PY06710   hypothetical protein		OC.529985	289	870	Cir_Bir_Yir APG17 DUF3716	Cir_Bir_Yir/1	PY06710		819
yir	pyo		PY00283	PY00283	PY00283   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00283		819
yir	pyo		PY00491	PY00491	PY00491   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir RPW8 FbpA	Cir_Bir_Yir/1	PY00491		819
yir	pyo		PY03588	PY03588	PY03588   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir CAT	Cir_Bir_Yir/1	PY03588		819
yir	pyo		PY03858	PY03858	PY03858   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir DUF4559 GIDA_assoc	Cir_Bir_Yir/1	PY03858		819
yir	pyo		PY06126	PY06126	PY06126   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir RPW8 ANTH Fer2_3 Sigma_reg_N	Cir_Bir_Yir/1	PY06126		819
yir	pyo		PY06151	PY06151	PY06151   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir PLU-1 DUF4283 Sigma_reg_N LXG	Cir_Bir_Yir/1	PY06151		819
yir	pyo		PY06318	PY06318	PY06318   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06318		819
yir	pyo		PY06574	PY06574	PY06574   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir ESP Sigma_reg_N	Cir_Bir_Yir/1	PY06574		819
yir	pyo		PY06675	PY06675	PY06675   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir ALIX_LYPXL_bnd CAT APG17	Cir_Bir_Yir/1	PY06675		819
yir	pyo		PY06920	PY06920	PY06920   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06920		819
yir	pyo		PY07028	PY07028	PY07028   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07028		819
yir	pyo		PY07330	PY07330	PY07330   hypothetical protein		OC.529985	290	873	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY07330		819
yir	pyo		PY00227	PY00227	PY00227   hypothetical protein		OC.529985	291	876	Cir_Bir_Yir	Cir_Bir_Yir/1	PY00227		819
yir	pyo		PY03091	PY03091	PY03091   hypothetical protein		OC.529985	291	876	Cir_Bir_Yir APG17 RPW8 ALIX_LYPXL_bnd	Cir_Bir_Yir/1	PY03091		819
yir	pyo		PY04782	PY04782	PY04782   hypothetical protein		OC.529985	291	877	Cir_Bir_Yir Na_Ca_ex	Cir_Bir_Yir/1	PY04782		819
yir	pyo		PY04918	PY04918	PY04918   hypothetical protein		OC.529985	291	876	Cir_Bir_Yir DUF4167	Cir_Bir_Yir/1	PY04918		819
yir	pyo		PY06499	PY06499	PY06499   hypothetical protein		OC.529985	291	876	Cir_Bir_Yir ETRAMP	Cir_Bir_Yir/1	PY06499		819
yir	pyo		PY01967	PY01967	PY01967   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir ALIX_LYPXL_bnd	Cir_Bir_Yir/1	PY01967		819
yir	pyo		PY02140	PY02140	PY02140   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02140		819
yir	pyo		PY02828	PY02828	PY02828   hypothetical protein		OC.529985	292	876	Cir_Bir_Yir APG17	Cir_Bir_Yir/1	PY02828		819
yir	pyo		PY02940	PY02940	PY02940   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir DUF1049 ImpA_N	Cir_Bir_Yir/1	PY02940		819
yir	pyo		PY03973	PY03973	PY03973   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03973		819
yir	pyo		PY04155	PY04155	PY04155   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY04155		819
yir	pyo		PY05166	PY05166	PY05166   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05166		819
yir	pyo		PY05251	PY05251	PY05251   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05251		819
yir	pyo		PY05656	PY05656	PY05656   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir Orbi_NS3	Cir_Bir_Yir/1	PY05656		819
yir	pyo		PY05822	PY05822	PY05822   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY05822		819
yir	pyo		PY07342	PY07342	PY07342   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir Imm39	Cir_Bir_Yir/1	PY07342		819
yir	pyo		PY07491	PY07491	PY07491   hypothetical protein		OC.529985	292	879	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07491		819
yir	pyo		PY04066	PY04066	PY04066   hypothetical protein		OC.529985	293	882	Cir_Bir_Yir ALIX_LYPXL_bnd DUF1367	Cir_Bir_Yir/1	PY04066		819
yir	pyo		PY04466	PY04466	PY04466   hypothetical protein		OC.529985	293	882	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY04466		819
yir	pyo		PY04808	PY04808	PY04808   hypothetical protein		OC.529985	293	882	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04808		819
yir	pyo		PY04979	PY04979	PY04979   hypothetical protein		OC.529985	293	882	Cir_Bir_Yir P4Ha_N zf-AD DUF4064	Cir_Bir_Yir/1	PY04979		819
yir	pyo		PY06279	PY06279	PY06279   hypothetical protein		OC.529985	293	882	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06279		819
yir	pyo		PY06796	PY06796	PY06796   hypothetical protein		OC.529985	293	882	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06796		819
yir	pyo		PY07263	PY07263	PY07263   hypothetical protein		OC.529985	293	882	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07263		819
yir	pyo		PY01441	PY01441	PY01441   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir DUF1049	Cir_Bir_Yir/1	PY01441		819
yir	pyo		PY02542	PY02542	PY02542   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY02542		819
yir	pyo		PY02976	PY02976	PY02976   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02976		819
yir	pyo		PY03699	PY03699	PY03699   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir BatA	Cir_Bir_Yir/1	PY03699		819
yir	pyo		PY04233	PY04233	PY04233   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY04233		819
yir	pyo		PY04478	PY04478	PY04478   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir ASFV_J13L	Cir_Bir_Yir/1	PY04478		819
yir	pyo		PY04580	PY04580	PY04580   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04580		819
yir	pyo		PY05021	PY05021	PY05021   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY05021		819
yir	pyo		PY05794	PY05794	PY05794   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05794		819
yir	pyo		PY06056	PY06056	PY06056   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06056		819
yir	pyo		PY07422	PY07422	PY07422   hypothetical protein		OC.529985	294	885	Cir_Bir_Yir V-SNARE	Cir_Bir_Yir/1	PY07422		819
yir	pyo		PY01080	PY01080	PY01080   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01080		819
yir	pyo		PY01961	PY01961	PY01961   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir	Cir_Bir_Yir/1	PY01961		819
yir	pyo		PY02560	PY02560	PY02560   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY02560		819
yir	pyo		PY03939	PY03939	PY03939   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY03939		819
yir	pyo		PY04215	PY04215	PY04215   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04215		819
yir	pyo		PY05708	PY05708	PY05708   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05708		819
yir	pyo		PY06131	PY06131	PY06131   hypothetical protein		OC.529985	295	889	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06131		819
yir	pyo		PY06171	PY06171	PY06171   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06171		819
yir	pyo		PY06428	PY06428	PY06428   hypothetical protein		OC.529985	295	886	Cir_Bir_Yir DUF4363 RPW8	Cir_Bir_Yir/1	PY06428		819
yir	pyo		PY06829	PY06829	PY06829   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir Myb_DNA-bind_4	Cir_Bir_Yir/1	PY06829		819
yir	pyo		PY07327	PY07327	PY07327   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07327		819
yir	pyo		PY07411	PY07411	PY07411   hypothetical protein		OC.529985	295	888	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07411		819
yir	pyo		PY02035	PY02035	PY02035   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir ApoO	Cir_Bir_Yir/1	PY02035		819
yir	pyo		PY02565	PY02565	PY02565   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY02565		819
yir	pyo		PY03044	PY03044	PY03044   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY03044		819
yir	pyo		PY03580	PY03580	PY03580   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03580		819
yir	pyo		PY03847	PY03847	PY03847   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir DUF4167	Cir_Bir_Yir/1	PY03847		819
yir	pyo		PY04083	PY04083	PY04083   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir DUF1049 TcdB_N	Cir_Bir_Yir/1	PY04083		819
yir	pyo		PY04464	PY04464	PY04464   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir GIT1_C	Cir_Bir_Yir/1	PY04464		819
yir	pyo		PY04805	PY04805	PY04805   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04805		819
yir	pyo		PY04939	PY04939	PY04939   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir GIT1_C	Cir_Bir_Yir/1	PY04939		819
yir	pyo		PY06265	PY06265	PY06265   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY06265		819
yir	pyo		PY06383	PY06383	PY06383   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir FbpA	Cir_Bir_Yir/1	PY06383		819
yir	pyo		PY07145	PY07145	PY07145   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07145		819
yir	pyo		PY07450	PY07450	PY07450   hypothetical protein		OC.529985	296	891	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07450		819
yir	pyo		PY00171	PY00171	PY00171   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir RPW8 APG17 DUF3716	Cir_Bir_Yir/1	PY00171		819
yir	pyo		PY00815	PY00815	PY00815   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir RPW8	Cir_Bir_Yir/1	PY00815		819
yir	pyo		PY01769	PY01769	PY01769   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir DUF2420 DUF4064	Cir_Bir_Yir/1	PY01769		819
yir	pyo		PY02278	PY02278	PY02278   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir DUF4561 zf-AD	Cir_Bir_Yir/1	PY02278		819
yir	pyo		PY03177	PY03177	PY03177   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03177		819
yir	pyo		PY03636	PY03636	PY03636   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir DUF1474 MCM_N	Cir_Bir_Yir/1	PY03636		819
yir	pyo		PY04412	PY04412	PY04412   hypothetical protein		OC.529985	297	894	Cir_Bir_Yird Retrotran_gag_2d	Cir_Bir_Yir/1	PY04412		819
yir	pyo		PY04427	PY04427	PY04427   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04427		819
yir	pyo		PY04722	PY04722	PY04722   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir RPW8 DUF4064	Cir_Bir_Yir/1	PY04722		819
yir	pyo		PY05781	PY05781	PY05781   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir CREPT	Cir_Bir_Yir/1	PY05781		819
yir	pyo		PY05894	PY05894	PY05894   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir RPW8 APG17 DUF3716	Cir_Bir_Yir/1	PY05894		819
yir	pyo		PY06678	PY06678	PY06678   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir Sigma_reg_N	Cir_Bir_Yir/1	PY06678		819
yir	pyo		PY07331	PY07331	PY07331   hypothetical protein		OC.529985	297	894	Cir_Bir_Yir DUF4064	Cir_Bir_Yir/1	PY07331		819
yir	pyo		PY00085	PY00085	PY00085   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir Cytochrom_C_asm Sigma_reg_N	Cir_Bir_Yir/1	PY00085		819
yir	pyo		PY01278	PY01278	PY01278   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir Cytochrom_C_asm DUF4363	Cir_Bir_Yir/1	PY01278		819
yir	pyo		PY03041	PY03041	PY03041   hypothetical protein		OC.529985	298	898	Cir_Bir_Yir V-ATPase_H_C NB-ARC	Cir_Bir_Yir/1	PY03041		819
yir	pyo		PY03194	PY03194	PY03194   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03194		819
yir	pyo		PY04327	PY04327	PY04327   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY04327		819
yir	pyo		PY04334	PY04334	PY04334   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir FANCI_S4 MRP-S23d DUF4064d	Cir_Bir_Yir/1	PY04334		819
yir	pyo		PY05276	PY05276	PY05276   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05276		819
yir	pyo		PY05410	PY05410	PY05410   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05410		819
yir	pyo		PY05624	PY05624	PY05624   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05624		819
yir	pyo		PY05740	PY05740	PY05740   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY05740		819
yir	pyo		PY05889	PY05889	PY05889   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir BLOC1_2	Cir_Bir_Yir/1	PY05889		819
yir	pyo		PY06271	PY06271	PY06271   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY06271		819
yir	pyo		PY06547	PY06547	PY06547   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06547		819
yir	pyo		PY06863	PY06863	PY06863   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir RPW8 V-SNARE	Cir_Bir_Yir/1	PY06863		819
yir	pyo		PY07036	PY07036	PY07036   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir	Cir_Bir_Yir/1	PY07036		819
yir	pyo		PY07281	PY07281	PY07281   hypothetical protein		OC.529985	298	897	Cir_Bir_Yir ALIX_LYPXL_bnd APG17	Cir_Bir_Yir/1	PY07281		819
yir	pyo		PY00494	PY00494	PY00494   hypothetical protein		OC.529985	299	900	Cir_Bir_Yir IL5	Cir_Bir_Yir/1	PY00494		819
yir	pyo		PY02564	PY02564	PY02564   hypothetical protein		OC.529985	299	900	Cir_Bir_Yird Retrotran_gag_2d	Cir_Bir_Yir/1	PY02564		819
yir	pyo		PY02873	PY02873	PY02873   hypothetical protein		OC.529985	299	900	Cir_Bir_Yir	Cir_Bir_Yir/1	PY02873		819
yir	pyo		PY04208	PY04208	PY04208   hypothetical protein		OC.529985	299	900	Cir_Bir_Yir Rhomboid_N	Cir_Bir_Yir/1	PY04208		819
yir	pyo		PY04554	PY04554	PY04554   hypothetical protein		OC.529985	299	900	Cir_Bir_Yir MRP-S23 GIT1_C Focal_AT 	Cir_Bir_Yir/1	PY04554		819
yir	pyo		PY06245	PY06245	PY06245   hypothetical protein		OC.529985	299	900	Cir_Bir_Yir ATP13	Cir_Bir_Yir/1	PY06245		819
yir	pyo		PY06514	PY06514	PY06514   hypothetical protein		OC.529985	299	900	Cir_Bir_Yir Retrotran_gag_2 DUF4064	Cir_Bir_Yir/1	PY06514		819
yir	pyo		PY06805	PY06805	PY06805   hypothetical protein		OC.529985	299	902	Cir_Bir_Yir MRP-S23	Cir_Bir_Yir/1	PY06805		819
yir	pyo		PY00610	PY00610	PY00610   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir APG17 zf-AD	Cir_Bir_Yir/1	PY00610		819
yir	pyo		PY00997	PY00997	PY00997   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir EGL-1 Synaptobrevin	Cir_Bir_Yir/1	PY00997		819
yir	pyo		PY01723	PY01723	PY01723   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir Occludin_ELL	Cir_Bir_Yir/1	PY01723		819
yir	pyo		PY02974	PY02974	PY02974   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir PocR DUF2232 TMEM40	Cir_Bir_Yir/1	PY02974		819
yir	pyo		PY03415	PY03415	PY03415   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03415		819
yir	pyo		PY03837	PY03837	PY03837   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir	Cir_Bir_Yir/1	PY03837		819
yir	pyo		PY04461	PY04461	PY04461   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir Cnd1 RNA_pol_Rpb2_7 Transpos_assoc	Cir_Bir_Yir/1	PY04461		819
yir	pyo		PY05289	PY05289	PY05289   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir CIF	Cir_Bir_Yir/1	PY05289		819
yir	pyo		PY06227	PY06227	PY06227   hypothetical protein		OC.529985	300	903	Cir_Bir_Yir	Cir_Bir_Yir/1	PY06227		819
