à‚ì`éqfamily	ê∂ï®éÌ	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB		OC_count
vsg	tbr	Tb11.14.0008	Tb11.14.0008   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	489	1470					73
vsg	tbr	Tb09.244.0250	Tb09.244.0250   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	489	1470	PYC_OADA UPAR_LY6				73
vsg	tbr	Tb927.3.190	Tb927.3.190   Tb03.6N20.90; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	490	1473	V-ATPase_H_N				73
vsg	tbr	Tb927.6.5450	"Tb927.6.5450   Tb06.1I18.270; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	490	1473					73
vsg	tbr	Tb11.16.0003	Tb11.16.0003   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	494	1485					73
vsg	tbr	Tb09.244.0050	Tb09.244.0050   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	497	1494					73
vsg	tbr	Tb11.57.0084	Tb11.57.0084   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	501	1506	TMEM247				73
vsg	tbr	Tb927.4.5460	Tb927.4.5460   Tb04.24M18.460; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	504	1515	IL12p40_C				73
vsg	tbr	Tb11.v4.0065	Tb11.v4.0065   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	518	1557					73
vsg	tbr	Tb10.6k15.3540	Tb10.6k15.3540   procyclin-associated gene 1 protein		OC.535868	206	621	Trypan_glycop	Trypan_glycop			12
vsg	tbr	Tb10.6k15.0070	Tb10.6k15.0070   procyclin-associated gene 4 (PAG4) polypeptide		OC.535868	373	1122	Trypan_glycop	Trypan_glycop			12
vsg	tbr	Tb10.70.1310	Tb10.70.1310   procyclin-associated gene 1 polypeptide		OC.535868	394	1185	Trypan_glycop	Trypan_glycop			12
vsg	tbr	Tb10.6k15.0040	Tb10.6k15.0040   procyclin-associated gene 1 polypeptide		OC.535868	405	1218	Trypan_glycop	Trypan_glycop			12
vsg	tbr	Tb11.01.6220	Tb11.01.6220   procyclin-associated gene 4 protein		OC.535868	369	1110	Trypan_glycop	Trypan_glycop	Tb11.01.6220		12
vsg	tbr	Tb10.6k15.0050	Tb10.6k15.0050   procyclin-associated gene 1 polypeptide		OC.535868	370	1113	Trypan_glycop Vip3A_N	Trypan_glycop			12
vsg	tbr	Tb10.6k15.0060	Tb10.6k15.0060   procyclin-associated gene 2 polypeptide		OC.535868	418	1257	Trypan_glycop DUF4735	Trypan_glycop			12
vsg	tbr	Tb927.7.3260	Tb927.7.3260   Tb07.13M20.20; expression site-associated gene (ESAG) protein		OC.535868	339	1020	Trypan_glycop	Trypan_glycop	Tb927.7.3260		12
vsg	tbr	Tb927.7.3250	Tb927.7.3250   Tb07.13M20.30; expression site-associated gene (ESAG) protein		OC.535868	397	1194	Trypan_glycop DUF2120	Trypan_glycop	Tb927.7.3250		12
vsg	tbr	Tb10.70.1300	Tb10.70.1300   procyclin-associated gene 2 polypeptide		OC.535868	387	1164	Trypan_glycop	Trypan_glycop			12
vsg	tbr	Tb11.01.6210	Tb11.01.6210   procyclin-associated gene 2-like protein		OC.535868	417	1254	Trypan_glycop	Trypan_glycop	Tb11.01.6210		12
vsg	tbr	Tb927.5.3990	"Tb927.5.3990   Tb05.45E22.240; variant surface glycoprotein (VSG, atypical)"		OC.535868	477	1434	Trypan_glycop Trypan_glycop_C Hormone_recep	Trypan_glycop	Tb927.5.3990		12
vsg	tbr	Tb09.v4.0006	Tb09.v4.0006   hypothetical protein		OC.763967	172	519	Trypan_glycop	Trypan_glycop	Tb09.v4.0006		1
