à‚ì`éqfamily	ê∂ï®éÌ	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB		OC_count
vsp	gla	GL50803_117204	GL50803_117204   VSP		OC.142265	255	768	VSP zinc_ribbon_15	VSP	GL50803_117204		115
vsp	gla	GL50803_137611	GL50803_137611   VSP		OC.142265	340	1023	VSP	VSP	GL50803_137611		115
vsp	gla	GL50803_113357	GL50803_113357   VSP		OC.142265	620	1863	VSP Podoplanin	VSP	GL50803_113357		115
vsp	gla	GL50803_113954	GL50803_113954   VSP		OC.142265	707	2124	VSP CD99L2	VSP	GL50803_113954		115
vsp	gla	GL50803_114674	GL50803_114674   hypothetical protein		OC.142265	720	2163	VSP CD99L2	VSP	GL50803_114674		115
vsp	gla	GL50803_101410	GL50803_101410   VSP		OC.142265	499	1500	VSP Furin-like_2	VSP	GL50803_101410		115
vsp	gla	GL50803_5812	GL50803_5812   VSP		OC.142265	438	1317	VSP	VSP	GL50803_5812		115
vsp	gla	GL50803_15237	GL50803_15237   VSP		OC.142265	520	1563	VSP Furin-like_2	VSP	GL50803_15237		115
vsp	gla	GL50803_114121	GL50803_114121   VSP		OC.142265	529	1590	VSP Furin-like_2	VSP	GL50803_114121		115
vsp	gla	GL50803_14297	GL50803_14297   VSP		OC.142265	589	1770	VSP Furin-like_2	VSP	GL50803_14297		115
vsp	gla	GL50803_33783	GL50803_33783   VSP		OC.142265	593	1782	VSP Furin-like_2	VSP	GL50803_33783		115
vsp	gla	GL50803_113093	GL50803_113093   VSP		OC.142265	651	1956	VSP	VSP	GL50803_113093		115
vsp	gla	GL50803_10659	GL50803_10659   High cysteine membrane protein Group 1		OC.142265	724	2175	VSP JTB	VSP	GL50803_10659		115
vsp	gla	GL50803_15123	GL50803_15123   VSP		OC.142265	593	1782	VSP Furin-like_2	VSP	GL50803_15123		115
vsp	gla	GL50803_117472	GL50803_117472   VSP		OC.142265	200	603	VSP Furin-like_2 BmKX	VSP BmKX 	GL50803_117472		115
vsp	gla	GL50803_117473	GL50803_117473   VSP		OC.142265	200	603	VSP Furin-like_2 BmKX	VSP BmKX 	GL50803_117473		115
vsp	gla	GL50803_4313	GL50803_4313   VSP		OC.142265	197	594	VSP BmKX Podoplanin	VSP BmKX 	GL50803_4313		115
vsp	gla	GL50803_40621	GL50803_40621   VSP		OC.142265	128	387	VSP CD99L2 cEGF Drf_DAD Furin-like_2	VSP cEGF	GL50803_40621		115
vsp	gla	GL50803_34442	"GL50803_34442   VSP, putative"		OC.142265	91	276	VSP CD99L2 cEGF TIL stn_TNFRSF12A SKG6 DUF2668	VSP cEGF	GL50803_34442		115
vsp	gla	GL50803_14831	GL50803_14831   Variant-specific surface protein VSP4A1 precursor		OC.142265	128	387	VSP DUF2668 DUF4366	VSP DUF2668	GL50803_14831		115
vsp	gla	GL50803_18354	GL50803_18354   hypothetical protein		OC.540445	182	549	DUF3070	DUF3070	GL50803_18354		34
vsp	gla	GL50803_124110	GL50803_124110   hypothetical protein		OC.540445	39	120	DUF3070	DUF3070			34
vsp	gla	GL50803_124111	GL50803_124111   hypothetical protein		OC.540445	39	120	DUF3070	DUF3070			34
vsp	gla	GL50803_20912	GL50803_20912   hypothetical protein		OC.540445	125	378	DUF3070	DUF3070			34
vsp	gla	GL50803_30938	GL50803_30938   hypothetical protein		OC.540445	93	282	DUF3070	DUF3070			34
vsp	gla	GL50803_97627	GL50803_97627   hypothetical protein		OC.540445	143	432	DUF3070	DUF3070			34
vsp	gla	GL50803_118657	GL50803_118657   hypothetical protein		OC.540445	95	288	DUF3070	DUF3070			34
vsp	gla	GL50803_118658	GL50803_118658   hypothetical protein		OC.540445	95	288	DUF3070	DUF3070			34
vsp	gla	GL50803_118659	GL50803_118659   hypothetical protein		OC.540445	95	288	DUF3070	DUF3070			34
vsp	gla	GL50803_32372	GL50803_32372   hypothetical protein		OC.540445	113	342	DUF3070	DUF3070			34
vsp	gla	GL50803_38187	GL50803_38187   hypothetical protein		OC.540445	45	138	DUF3070	DUF3070	GL50803_38187		34
vsp	gla	GL50803_105786	GL50803_105786   hypothetical protein		OC.540445	124	375	DUF3070	DUF3070	GL50803_105786		34
vsp	gla	GL50803_105798	GL50803_105798   hypothetical protein		OC.540445	110	333	DUF3070	DUF3070	GL50803_105798		34
vsp	gla	GL50803_105806	GL50803_105806   hypothetical protein		OC.540445	134	405	DUF3070	DUF3070	GL50803_105806		34
vsp	gla	GL50803_19900	GL50803_19900   hypothetical protein		OC.540445	115	348	DUF3070	DUF3070	GL50803_19900		34
vsp	gla	GL50803_19838	GL50803_19838   hypothetical protein		OC.540445	138	417	DUF3070	DUF3070	GL50803_19838		34
vsp	gla	GL50803_18240	GL50803_18240   hypothetical protein		OC.540445	166	501	DUF3070	DUF3070	GL50803_18240		34
vsp	gla	GL50803_3378	GL50803_3378   hypothetical protein		OC.540445	193	582	DUF3070	DUF3070	GL50803_3378		34
vsp	gla	GL50803_90198	GL50803_90198   hypothetical protein		OC.540445	175	528	DUF3070	DUF3070	GL50803_90198		34
vsp	gla	GL50803_19490	GL50803_19490   hypothetical protein		OC.540445	181	546	DUF3070	DUF3070	GL50803_19490		34
vsp	gla	GL50803_105782	GL50803_105782   hypothetical protein		OC.540445	192	579	DUF3070	DUF3070	GL50803_105782		34
vsp	gla	GL50803_137621	GL50803_137621   hypothetical protein		OC.540445	273	822	DUF3070	DUF3070	GL50803_137621		34
vsp	gla	GL50803_32337	GL50803_32337   hypothetical protein		OC.540445	194	585	DUF3070 Nodulin_late	DUF3070	GL50803_32337		34
vsp	gla	GL50803_118556	GL50803_118556   hypothetical protein		OC.540445	80	243			GL50803_118556		34
vsp	gla	GL50803_118557	GL50803_118557   hypothetical protein		OC.540445	80	243			GL50803_118557		34
vsp	gla	GL50803_125410	GL50803_125410   hypothetical protein		OC.540445	45	138	DUF3070		GL50803_125410		34
vsp	gla	GL50803_125411	GL50803_125411   hypothetical protein		OC.540445	45	138	DUF3070		GL50803_125411		34
vsp	gla	GL50803_19445	GL50803_19445   hypothetical protein		OC.540445	133	402			GL50803_19445		34
vsp	gla	GL50803_20165	GL50803_20165   hypothetical protein		OC.540445	106	321			GL50803_20165		34
vsp	gla	GL50803_30764	GL50803_30764   hypothetical protein		OC.540445	126	381			GL50803_30764		34
vsp	gla	GL50803_31503	GL50803_31503   hypothetical protein		OC.540445	88	267			GL50803_31503		34
vsp	gla	GL50803_31599	GL50803_31599   hypothetical protein		OC.540445	88	267			GL50803_31599		34
vsp	gla	GL50803_31657	GL50803_31657   hypothetical protein		OC.540445	183	552			GL50803_31657		34
vsp	gla	GL50803_31936	GL50803_31936   hypothetical protein		OC.540445	67	204			GL50803_31936		34
vsp	gla	GL50803_19182	GL50803_19182   hypothetical protein		OC.540447	289	870	DUF3070	DUF3070	GL50803_19182		19
vsp	gla	GL50803_19351	GL50803_19351   hypothetical protein		OC.540447	127	384	DUF3070	DUF3070	GL50803_19351		19
vsp	gla	GL50803_25506	GL50803_25506   hypothetical protein		OC.540447	94	285	DUF3070	DUF3070	GL50803_25506		19
vsp	gla	GL50803_18726	GL50803_18726   hypothetical protein		OC.540447	105	318	DUF3070	DUF3070	GL50803_18726		19
vsp	gla	GL50803_19007	GL50803_19007   hypothetical protein		OC.540447	141	426	DUF3070 Toxin_29	DUF3070	GL50803_19007		19
vsp	gla	GL50803_92985	GL50803_92985   hypothetical protein		OC.540447	87	264	DUF3070	DUF3070	GL50803_92985		19
vsp	gla	GL50803_118580	GL50803_118580   hypothetical protein		OC.540447	109	330	DUF3070	DUF3070	GL50803_118580		19
vsp	gla	GL50803_118581	GL50803_118581   hypothetical protein		OC.540447	109	330	DUF3070	DUF3070	GL50803_118581		19
vsp	gla	GL50803_30848	GL50803_30848   hypothetical protein		OC.540447	119	360	DUF3070	DUF3070	GL50803_30848		19
vsp	gla	GL50803_22124	GL50803_22124   hypothetical protein		OC.540447	169	510	DUF3070	DUF3070	GL50803_22124		19
vsp	gla	GL50803_31257	GL50803_31257   hypothetical protein		OC.540447	123	372	DUF3070	DUF3070	GL50803_31257		19
vsp	gla	GL50803_31679	GL50803_31679   hypothetical protein		OC.540447	111	336	DUF3070	DUF3070	GL50803_31679		19
vsp	gla	GL50803_31655	GL50803_31655   hypothetical protein		OC.540447	123	372	DUF3070	DUF3070	GL50803_31655		19
vsp	gla	GL50803_18368	GL50803_18368   hypothetical protein		OC.540447	143	432	DUF3070	DUF3070	GL50803_18368		19
vsp	gla	GL50803_31608	GL50803_31608   hypothetical protein		OC.540447	123	372	DUF3070 BacteriocIIc_cy RskA	DUF3070	GL50803_31608		19
vsp	gla	GL50803_115722	GL50803_115722   hypothetical protein		OC.540447	166	501	DUF3070	DUF3070	GL50803_115722		19
vsp	gla	GL50803_115723	GL50803_115723   hypothetical protein		OC.540447	166	501	DUF3070	DUF3070	GL50803_115723		19
vsp	gla	GL50803_18722	GL50803_18722   hypothetical protein		OC.540447	124	375			GL50803_18722		19
vsp	gla	GL50803_20672	GL50803_20672   hypothetical protein		OC.540447	362	1089	FliO		GL50803_20672		19
vsp	gla	GL50803_15317	GL50803_15317   High cysteine membrane protein Group 1		OC.10249	1615	4848	VSP EGF Plasmod_Pvs28 Laminin_EGF EGF_2 SNARE_assoc	VSP	GL50803_15317		14
vsp	gla	GL50803_114161	GL50803_114161   High cysteine protein		OC.10249	556	1671	EGF_2 EGF Laminin_EGF HemY_N	EGF_2 Laminin_EGF			14
vsp	gla	GL50803_114626	GL50803_114626   High cysteine membrane protein EGF-like		OC.10249	1685	5058	EGF_2 Laminin_EGF SKG6	EGF_2 Laminin_EGF			14
vsp	gla	GL50803_112633	GL50803_112633   High cysteine membrane protein EGF-like		OC.10249	1693	5082	EGF_2 EGF	EGF_2			14
vsp	gla	GL50803_16936	GL50803_16936   High cysteine membrane protein EGF-like		OC.10249	1521	4566	EGF_2 EGF Arif-1	EGF_2			14
vsp	gla	GL50803_16318	GL50803_16318   High cysteine membrane protein Group 1		OC.10249	2076	6231	VSP EGF EGF_2 Laminin_EGF	EGF VSP	GL50803_16318		14
vsp	gla	GL50803_113531	GL50803_113531   High cysteine membrane protein EGF-like		OC.10249	1687	5064	EGF EGF_2 Laminin_EGF SKG6	EGF EGF_2 Laminin_EGF			14
vsp	gla	GL50803_113213	GL50803_113213   High cysteine membrane protein EGF-like		OC.10249	1677	5034	EGF_2 EGF	EGF EGF_2			14
vsp	gla	GL50803_137727	GL50803_137727   High cysteine membrane protein EGF-like	K02599 Notch	OC.10249	1681	5046	EGF_2 EGF HemY_N	EGF			14
vsp	gla	GL50803_113836	GL50803_113836   High cysteine membrane protein EGF-like		OC.10249	1691	5076	EGF EGF_2 DUF2749	EGF			14
vsp	gla	GL50803_103983	GL50803_103983   hypothetical protein		OC.10249	516	1551	EGF cEGF				14
vsp	gla	GL50803_113268	"GL50803_113268   Notch 2, putative"		OC.10249	420	1263	EGF EGF_2				14
vsp	gla	GL50803_114991	GL50803_114991   High cysteine membrane protein EGF-like		OC.10249	1451	4356	EGF_2 EGF EGF_3 stn_TNFRSF12A				14
vsp	gla	GL50803_137732	GL50803_137732   High cysteine protein		OC.10249	614	1845	EGF_2 EGF_3 stn_TNFRSF12A EGF				14
vsp	gla	GL50803_14324	GL50803_14324   High cysteine protein		OC.117662	239	720	VSP stn_TNFRSF12A	VSP	GL50803_14324		5
vsp	gla	GL50803_100877	GL50803_100877   hypothetical protein		OC.117662	221	666	VSP	VSP	GL50803_100877		5
vsp	gla	GL50803_113242	GL50803_113242   VSP		OC.117662	344	1035	VSP Profilin HHV-1_VABD	VSP	GL50803_113242		5
vsp	gla	GL50803_102180	GL50803_102180   High cysteine protein		OC.117662	224	675	SKG6 CD34_antigen Rifin_STEVOR Adeno_E3_CR2 DUF1049 DUF1180 DUF4448	Rifin_STEVOR SKG6			5
vsp	gla	GL50803_112604	GL50803_112604   High cysteine protein		OC.117662	224	675	SKG6 Rifin_STEVOR Adeno_E3_CR2 CD34_antigen DUF4448 DUF3609 DUF1049 DUF1180 DUF912	Rifin_STEVOR SKG6			5
vsp	gla	GL50803_21321	GL50803_21321   High cysteine membrane protein Group 5		OC.40191	675	2028	VSP Furin-like_2	VSP	GL50803_21321		5
vsp	gla	GL50803_112432	GL50803_112432   High cysteine membrane protein Group 5		OC.40191	659	1980	VSP	VSP	GL50803_112432		5
vsp	gla	GL50803_16716	GL50803_16716   High cysteine membrane protein Group 5		OC.40191	674	2025	VSP	VSP	GL50803_16716		5
vsp	gla	GL50803_137715	GL50803_137715   High cysteine membrane protein Group 5		OC.40191	678	2037	VSP	VSP	GL50803_137715		5
vsp	gla	GL50803_15475	GL50803_15475   High cysteine membrane protein Group 2		OC.40191	568	1707					5
vsp	gla	GL50803_15250	GL50803_9620   High cysteine membrane protein Group 2		OC.12223	814	2445	VSP	VSP	GL50803_9620		4
vsp	gla	GL50803_41942	GL50803_14017   High cysteine membrane protein Group 2		OC.12223	839	2520	VSP ECSCR DUF3827 TMEM154	VSP	GL50803_14017		4
vsp	gla	GL50803_26981	GL50803_15250   High cysteine membrane protein Group 6		OC.12223	623	1872	VSP GCC2_GCC3 GAPT SKG6	GCC2_GCC3	GL50803_15250		4
vsp	gla	GL50803_29744	GL50803_41942   High cysteine membrane protein Group 6		OC.12223	575	1728	GCC2_GCC3 VSP	GCC2_GCC3	GL50803_41942		4
vsp	gla	GL50803_5954	"GL50803_11692   VSP, putative"		OC.42089	1071	3216	VSP				4
vsp	gla	GL50803_9620	"GL50803_104087   VSP, putative"		OC.42089	1111	3336	ASFV_J13L Rifin_STEVOR				4
vsp	gla	GL50803_97820	"GL50803_16158   VSP, putative"		OC.42089	1136	3411	WSS_VP				4
vsp	gla	GL50803_104087	"GL50803_7748   VSP, putative"		OC.42089	719	2160	Opy2 DUF2413				4
vsp	gla	GL50803_11692	"GL50803_97820   VSP, putative"		OC.432881	102	309	VSP GCC2_GCC3 Podoplanin	VSP	GL50803_97820		4
vsp	gla	GL50803_125103	GL50803_26981   Variant-specific surface protein		OC.432881	197	594	VSP DEC-1_N	VSP	GL50803_26981		4
vsp	gla	GL50803_125104	"GL50803_29744   VSP, putative"		OC.432881	71	216	VSP cEGF DUF3149 DUF2867	VSP	GL50803_29744		4
vsp	gla	GL50803_125105	GL50803_5954   hypothetical protein		OC.432881	102	309	VSP ETRAMP	VSP	GL50803_5954		4
vsp	gla	GL50803_125106	GL50803_125103   hypothetical protein		OC.540560	145	438	DUF3778		GL50803_125103		4
vsp	gla	GL50803_14017	GL50803_125104   hypothetical protein		OC.540560	145	438	DUF3778		GL50803_125104		4
vsp	gla	GL50803_16158	GL50803_125105   hypothetical protein		OC.540560	145	438	DUF3778		GL50803_125105		4
vsp	gla	GL50803_7748	GL50803_125106   hypothetical protein		OC.540560	145	438	DUF3778		GL50803_125106		4
vsp	gla	GL50803_102230	GL50803_97824   Variant-specific surface protein		OC.344923	71	216	VSP	VSP	GL50803_97824		3
vsp	gla	GL50803_97824	GL50803_102230   VSP		OC.344923	292	879	VSP	VSP	GL50803_102230		3
vsp	gla	GL50803_123978	GL50803_38910   VSP		OC.344923	56	171			GL50803_38910		3
vsp	gla	GL50803_123979	GL50803_127012   hypothetical protein		OC.540449	67	204			GL50803_127012		3
vsp	gla	GL50803_123980	GL50803_127013   hypothetical protein		OC.540449	67	204			GL50803_127013		3
vsp	gla	GL50803_127012	GL50803_127014   hypothetical protein		OC.540449	67	204			GL50803_127014		3
vsp	gla	GL50803_127013	GL50803_123978   hypothetical protein		OC.540557	67	204			GL50803_123978		3
vsp	gla	GL50803_127014	GL50803_123979   hypothetical protein		OC.540557	67	204			GL50803_123979		3
vsp	gla	GL50803_127066	GL50803_123980   hypothetical protein		OC.540557	67	204			GL50803_123980		3
vsp	gla	GL50803_127067	GL50803_127066   hypothetical protein		OC.540562	44	135			GL50803_127066		3
vsp	gla	GL50803_127068	GL50803_127067   hypothetical protein		OC.540562	44	135			GL50803_127067		3
vsp	gla	GL50803_34334	GL50803_127068   hypothetical protein		OC.540562	44	135			GL50803_127068		3
vsp	gla	GL50803_35192	GL50803_34334   hypothetical protein		OC.540626	85	258			GL50803_34334		3
vsp	gla	GL50803_38910	GL50803_35192   hypothetical protein		OC.540626	85	258			GL50803_35192		3
vsp	gla	GL50803_94632	GL50803_94632   hypothetical protein		OC.540626	86	261			GL50803_94632		3
vsp	gla	GL50803_11309	GL50803_17476   CXC-rich protein		OC.11656	2169	6510	VSP Peptidase_M26_N Glug	VSP	GL50803_17476		2
vsp	gla	GL50803_12551	GL50803_14225   CXC-rich protein		OC.11656	1805	5418	Peptidase_M26_N				2
vsp	gla	GL50803_17476	GL50803_11309   High cysteine membrane protein Group 1		OC.15066	1335	4008	VSP	VSP	GL50803_11309		2
vsp	gla	GL50803_98310	GL50803_22547   High cysteine membrane protein Group 2		OC.15066	1025	3078	VSP		GL50803_22547		2
vsp	gla	GL50803_115760	GL50803_31913   hypothetical protein		OC.322657	185	558			GL50803_31913		2
vsp	gla	GL50803_115761	GL50803_94022   hypothetical protein		OC.322657	176	531			GL50803_94022		2
vsp	gla	GL50803_116306	GL50803_25892   VSP		OC.441731	98	297	VSP				2
vsp	gla	GL50803_116307	GL50803_32701   High cysteine protein		OC.441731	100	303	VSP		GL50803_32701		2
vsp	gla	GL50803_118299	GL50803_116306   hypothetical protein		OC.540448	37	114			GL50803_116306		2
vsp	gla	GL50803_118300	GL50803_116307   hypothetical protein		OC.540448	37	114			GL50803_116307		2
vsp	gla	GL50803_118590	GL50803_115760   hypothetical protein		OC.540486	42	129			GL50803_115760		2
vsp	gla	GL50803_118591	GL50803_115761   hypothetical protein		OC.540486	42	129			GL50803_115761		2
vsp	gla	GL50803_118606	GL50803_18725   hypothetical protein		OC.540518	131	396			GL50803_18725		2
vsp	gla	GL50803_118607	GL50803_38163   hypothetical protein		OC.540518	158	477			GL50803_38163		2
vsp	gla	GL50803_118709	GL50803_118299   hypothetical protein		OC.540519	113	342			GL50803_118299		2
vsp	gla	GL50803_118710	GL50803_118300   hypothetical protein		OC.540519	113	342			GL50803_118300		2
vsp	gla	GL50803_14225	GL50803_118590   hypothetical protein		OC.540523	90	273			GL50803_118590		2
vsp	gla	GL50803_18725	GL50803_118591   hypothetical protein		OC.540523	90	273			GL50803_118591		2
vsp	gla	GL50803_22547	GL50803_118606   hypothetical protein		OC.540524	89	270	DUF3070		GL50803_118606		2
vsp	gla	GL50803_25892	GL50803_118607   hypothetical protein		OC.540524	89	270	DUF3070		GL50803_118607		2
vsp	gla	GL50803_31913	GL50803_118709   hypothetical protein		OC.540529	78	237			GL50803_118709		2
vsp	gla	GL50803_32701	GL50803_118710   hypothetical protein		OC.540529	78	237			GL50803_118710		2
vsp	gla	GL50803_38163	GL50803_12551   Variant-specific surface protein		OC.540561	72	219	VSP	VSP	GL50803_12551		2
vsp	gla	GL50803_38998	GL50803_98310   VSP		OC.540561	85	258	VSP	VSP	GL50803_98310		2
vsp	gla	GL50803_94022	GL50803_38998   hypothetical protein		OC.540629	48	147	YebF		GL50803_38998		2
vsp	gla	GL50803_99660	GL50803_99660   hypothetical protein		OC.540629	48	147	YebF		GL50803_99660		2
vsp	gla	GL50803_87110	GL50803_98861   Surface protein		OC.481556	95	288	VSP Opy2 PolC_DP2	VSP	GL50803_98861		1
vsp	gla	GL50803_16721	GL50803_15158   Variant-specific surface protein		OC.483040	70	213	VSP	VSP	GL50803_15158		1
vsp	gla	GL50803_103943	GL50803_93742   Variant-specific surface protein		OC.738369	99	300	VSP Glyco_tranf_2_3	VSP	GL50803_93742		1
vsp	gla	GL50803_114888	GL50803_114888   High cysteine protein		OC.329006	120	363	VSP Podoplanin DUF2668 stn_TNFRSF12A	VSP	GL50803_114888		1
vsp	gla	GL50803_11690	GL50803_28057   High cysteine protein		OC.204135	191	576	VSP Furin-like_2	VSP	GL50803_28057		1
vsp	gla	GL50803_118900	GL50803_11690   Variant-specific surface protein		OC.441728	190	573	VSP Tme5_EGF_like PHO4	VSP	GL50803_11690		1
vsp	gla	GL50803_12063	GL50803_118900   VSP		OC.483038	81	246	VSP Furin-like_2	VSP	GL50803_118900		1
vsp	gla	GL50803_15158	GL50803_103943   High cysteine protein		OC.441730	185	558	VSP DUF4690 DUF3377	VSP	GL50803_103943		1
vsp	gla	GL50803_17328	GL50803_9276   Variant-specific surface protein		OC.50835	470	1413	VSP	VSP	GL50803_9276		1
vsp	gla	GL50803_221693	GL50803_221693   hypothetical protein		OC.9455	2259	6780	VSP Podoplanin	VSP	GL50803_221693		1
vsp	gla	GL50803_28057	GL50803_17328   High cysteine membrane protein Group 2		OC.37595	1299	3900	VSP cEGF	VSP	GL50803_17328		1
vsp	gla	GL50803_9276	GL50803_12063   Variant-specific surface protein		OC.81710	414	1245	VSP cEGF C1_3	VSP	GL50803_12063		1
vsp	gla	GL50803_93742	GL50803_16721   High cysteine membrane protein Group 2		OC.50596	622	1869	VSP Podoplanin	Podoplanin 	GL50803_16721		1
vsp	gla	GL50803_98861	GL50803_87110   hypothetical protein		OC.773112	312	939	DUF3070	DUF3070	GL50803_87110		1
vsp	gla	GL50803_100283	GL50803_100283   hypothetical protein		OC.773120	76	231			GL50803_100283		1
vsp	gla	GL50803_101249	GL50803_101249   hypothetical protein		OC.773139	70	213			GL50803_101249		1
vsp	gla	GL50803_105823	GL50803_105823   hypothetical protein		OC.773243	78	237			GL50803_105823		1
vsp	gla	GL50803_112445	GL50803_112445   hypothetical protein		OC.213775	339	1020	DUF3070		GL50803_112445		1
vsp	gla	GL50803_137724	GL50803_137724   hypothetical protein		OC.192941	380	1143			GL50803_137724		1
vsp	gla	GL50803_15223	GL50803_15223   hypothetical protein		OC.773651	54	165			GL50803_15223		1
vsp	gla	GL50803_227577	GL50803_227577   hypothetical protein		OC.255042	721	2166	DUF3070		GL50803_227577		1
vsp	gla	GL50803_25776	GL50803_25776   hypothetical protein		OC.774204	50	153			GL50803_25776		1
vsp	gla	GL50803_25815	GL50803_25815   hypothetical protein		OC.774205	112	339			GL50803_25815		1
vsp	gla	GL50803_27883	GL50803_27883   hypothetical protein		OC.774293	40	123			GL50803_27883		1
vsp	gla	GL50803_31366	GL50803_31366   hypothetical protein		OC.774431	142	429			GL50803_31366		1
vsp	gla	GL50803_31427	GL50803_31427   hypothetical protein		OC.774439	60	183			GL50803_31427		1
vsp	gla	GL50803_31886	GL50803_31886   hypothetical protein		OC.774506	133	402			GL50803_31886		1
vsp	gla	GL50803_32155	GL50803_32155   hypothetical protein		OC.774561	70	213			GL50803_32155		1
vsp	gla	GL50803_34398	GL50803_34398   hypothetical protein		OC.774719	104	315			GL50803_34398		1
vsp	gla	GL50803_35243	GL50803_35243   hypothetical protein		OC.774806	65	198			GL50803_35243		1
vsp	gla	GL50803_36352	GL50803_36352   hypothetical protein		OC.774930	87	264			GL50803_36352		1
vsp	gla	GL50803_39086	GL50803_39086   hypothetical protein		OC.775254	51	156			GL50803_39086		1
vsp	gla	GL50803_39197	GL50803_39197   hypothetical protein		OC.773113	63	192	DUF3070		GL50803_39197		1
vsp	gla	GL50803_39305	GL50803_39305   hypothetical protein		OC.775278	109	330			GL50803_39305		1
vsp	gla	GL50803_39824	GL50803_39824   hypothetical protein		OC.775337	52	159	Peptidase_M74		GL50803_39824		1
vsp	gla	GL50803_93541	GL50803_93541   hypothetical protein		OC.775831	111	336			GL50803_93541		1
vsp	gla	GL50803_95449	GL50803_95449   hypothetical protein		OC.775881	119	360			GL50803_95449		1
vsp	gla	GL50803_98126	GL50803_98126   High cysteine protein		OC.775936	123	372			GL50803_98126		1
vsp	gla	GL50803_99639	GL50803_99639   hypothetical protein		OC.775973	121	366			GL50803_99639		1
